adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/yvRsIN0eF58IqJRJxHeKgNfqMEo.jpg,[36],1003038,bn,বাঘা যতীন,Jatindranath Mukherjee is an Indian independence activist. He is the principal leader of the Jugantar party that is the central association of revolutionary independence activists in Bengal.,1.28,/kl16eqkdZ8AA8GfAk0xrXp09GTB.jpg,2023-10-13,Bagha Jatin,False,0,0
False,/wrzHQXtcnunPjrbfwlPLIr2TRRC.jpg,"[18, 10751]",974036,en,Ordinary Angels,A hairdresser single-handedly rallies an entire community to help a widowed father save the life of his critically ill young daughter.,4.396,,2023-10-13,Ordinary Angels,False,0,0
False,/yQhHuQuWZzKAaur4m3P70OSfHNf.jpg,"[10751, 14]",956917,fi,Antero Varovainen ja onnenkivi,"Julius, who devours comic books and vampire stories, has a lively imagination. Julius meets Arnold Cautious, who lives in an abandoned house on the outskirts of town and introduces himself as a degenerated, strawberry juice-drinking vampire. Julius and Cautious become friends. Together they try to make the Lucky Stone, the recipe for which is in Cautious' grandmother's secret recipe book. Julius wants to give the stone to his estranged parents so they can rediscover their common happiness. Julius and Arnold's laboratory attempts to make the Lucky Stone falter badly time and time again, but they stubbornly pursue their quest for happiness.",1.624,/lzZCSBOggdL6nQ6MOnx41YREpxj.jpg,2023-10-13,Arnold Cautious And The Lucky Stone,False,0,0
False,,"[27, 18]",853810,en,Fucky,Upcoming horror movie by Timo Rose,3.597,/3Fl9ZlUpK8FQrXlHB7aFmSehzvr.jpg,2023-10-13,Fucky,False,0,0
False,/vCsTWYCSpq1wwEgCSDt0UKdQDVs.jpg,"[12, 14]",763215,en,Damsel,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt. Thrown into a cave with a fire-breathing dragon, she must rely on her wits and will to survive.",6.28,/q37vjgRdRB3thf4e0usU7kGYvZw.jpg,2023-10-13,Damsel,False,0,0
False,,"[35, 10751, 18]",1124368,de,Das fliegende Klassenzimmer,"It tells the story of Martina. She takes up a scholarship at the Johann-Sigismund Gymnasium boarding school. She increasingly finds herself caught between the rivalry between the boarders and the ""externals"" from the local village.",1.785,,2023-10-12,Das fliegende Klassenzimmer,False,0,0
False,,[],1089530,en,Hotel Acajou,"A film-noir invoking memory, role play and murder. Hotel Acajou follows one man's journey to return home from his waking-dream before he leaves this world forever.",0.6,/1TKFAQMx9EcbYAM5yzoNgdTj9r2.jpg,2023-10-12,Hotel Acajou,False,0,0
False,/kueIokSk4iVasBCI83ntzIvIhMH.jpg,"[16, 10751, 10402, 14, 35]",901362,en,Trolls Band Together,"When Branch’s brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",20.208,/sjxAYSen55wQD729CpeCq23of5u.jpg,2023-10-12,Trolls Band Together,False,0,0
False,,[99],857260,cs,Karlos,,1.616,,2023-10-12,Karlos,False,0,0
False,,"[27, 99]",1124219,en,The J-Horror Virus,The J-Horror Virus aims to address how a new strain of horror emerged at the turn of the millennium in Japan and went on to take over the world.,1.842,/lGwKTUuD1eNNv4CzW8CUObLxUku.jpg,2023-10-11,The J-Horror Virus,False,0,0
False,,[35],1064098,es,Me he hecho viral,,1.088,,2023-10-11,Me he hecho viral,False,0,0
False,/9eOtcOB39FcA8YcaukeRG7mObQx.jpg,[99],1000495,fr,Notre corps,"In a Parisian public hospital, Claire Simon questions what it means to live in women’s bodies, filming their diversity, singularity and their beauty in all stages throughout life. Unique stories of desires, fears and struggles unfold, including the one of the filmmaker herself.",1.652,/oamkG0bRZbsVS27mOrMTbz6UYNY.jpg,2023-10-11,Our Body,False,0,0
False,,"[35, 18]",995408,fr,Marie-Line et son juge,"Marie-Line is 20 years old. Although she has only known odd jobs and a precarious life, Marie-Line is a real ray of sunshine. Her meeting with a grumpy and depressed judge, who decides to hire her as a driver, will turn her life upside down.",1.662,,2023-10-11,Marie-Line et son juge,False,0,0
False,,[10751],967047,en,Powder Pup,"Shaun, a 16-year-old surfer has it all living in Southern California but when his dad announces they’re moving to the mountains of Montana, he is crushed. That is, until he meets a dog who can snowboard. With the help of his new canine friend, Shaun is set to make a run for the annual snowboarding championship; however, rough terrain awaits.",3.718,,2023-10-11,Powder Pup,False,0,0
False,,"[27, 53]",807172,en,The Exorcist: Believer,"The father of a possessed child seeks out the aid of Chris MacNeil, whose daughter Regan survived a similar possession in the 1970s.",7.855,/jNjEiTXUKtwX1J3jhk8DY7uoo4D.jpg,2023-10-11,The Exorcist: Believer,False,0,0
False,/9hnBjEMtKWRDkRmUrCG7igRQQpk.jpg,"[16, 10751]",588524,fr,Nina et les Contes du hérisson,"The world of 10-year old Nina has been in turmoil since her father lost his job. Despite weeks of strike, his factory closed down. The manager had tampered with the accounts and precipitated its collapse. But rumour has it that a nest-egg remains hidden somewhere in the factory. Nina and her friend Mehdi spring into action to help Nina’s dad out. This tale of our times, which is also a coming-of-age story, stages the interaction between the concerns of children and those of adults.",2.432,/uDtDKOTYfB0BLuDOsgbjrcyzw6x.jpg,2023-10-11,Nina and the Tales of the Hedgehog,False,0,0
False,,[],502345,en,Scarygirl,"As her world is shrouded in darkness, a young girl must overcome her fears and travel to a mysterious city of light, save her father from a dangerous scientist and prevent the destruction of her planet.",3.765,/yd7srWF8KqOtAaaJpY1UhG4xsTj.jpg,2023-10-11,Scarygirl,False,0,0
False,,"[12, 10751, 16]",1112401,en,Valt The Wonder Deer Season 2,Catch the second season of Valt The Wonder Deer and his adventures in the Land of Wood. An incredible adventure awaits in Valt The Wonder Deer Season 2!,1.72,,2023-10-10,Valt The Wonder Deer Season 2,False,0,0
False,,"[28, 18, 14, 12]",945801,zh,刺杀小说家2,,1.348,/eWCUwPeXhdONhLmO4Y5GoiszYEc.jpg,2023-10-10,Assassin in Red 2,False,0,0
False,,[18],1115591,en,Charles Sloan,"After being compassionately released from prison, a terminally ill man navigates through his remaining days trying to reconnect with his estranged son.",3.063,/sgd8EehU3HFp25FxhIBErOql4mu.jpg,2023-10-08,Charles Sloan,False,0,0
False,/1YDO1GqPctO98tXhRGkf2l7upFO.jpg,[35],1074108,tr,Cenazemize Hoş Geldiniz,"İrem and Ozan, who have been lovers for 4 years, wake up in their house where they live together on the morning of their engagement day. Irem is nervous about this engagement because every member of her family is crazy about each other and is ready to cause problems.",1.616,/cBrnDhaZpJfpMwUNosv0vit8gm5.jpg,2023-10-07,Cenazemize Hoş Geldiniz,False,0,0
False,,[27],1118595,en,The Jester,Two estranged half-sisters who are reunited and tormented by a malevolent trickster following the death of their father.,2.814,,2023-10-06,The Jester,False,0,0
False,,[18],1100859,ja,アンダーカレント,"Kanae's husband disappeared without a trace while on a union trip. Though usually headstrong and independent, the woman becomes plagued with worry over what happened to him, and is unable to move on with her life. Thus, Kanae decides to hire a private investigator, and keeps running the public bathhouse to the best of her abilities.  As he tries to figure out the truth about her husband, Kanae must deal with the stress from a work-intensive job, meddlesome neighbors, and recurring nightmares in which she is drowning.",2.427,/eVoDtPDWVYbejmb6Qf9fNnQcCoP.jpg,2023-10-06,Undercurrent,False,0,0
False,,[10749],1093659,ja,アナログ,,0.727,,2023-10-06,analog,False,0,0
False,,[36],1047917,pl,Kos,"It's spring 1794, the atmosphere in Poland is tense. General Tadeusz ""Kos"" Kościuszko returns to the country and plans to incite an uprising against the Russians, mobilizing the Polish nobility and peasants. He is accompanied by his faithful friend and former slave, Domingo. The merciless Russian cavalry captain, Dunin, follows Kościuszko's trail with an arrest warrant, who wants to catch the general at all costs before he starts a national rebellion.",1.346,,2023-10-06,Scarborn,False,0,0
False,,[],1034387,es,Chinas,,1.903,,2023-10-06,Chinas,False,0,0
False,/86OzqBV7mRhp5btt2ryNAMXrkBt.jpg,"[27, 14, 10402]",1027800,es,Ella se queda,"After a night of partying in downtown Tijuana, Laura sacrifices her ex-boyfriend in order to join a coven of vampire dancers.",1.293,/wHRmj4NXdBbduSfg8GHmk8fSXtn.jpg,2023-10-06,She Stays,False,0,0
False,/ukK0q1bjPQF2vqTSynDoNJqK5KN.jpg,[18],964315,fi,Comeback,"No Love Lost shot to global fame like a shooting star and made millionaires out of its members. Guitarist Tony drank his millions and hasn't been able to play a chord in years. The guitars have been pawned and no new songs are being written. A message about singer-songwriter Katarina reaches Tony. The singer, who has been sober for a long time, has relapsed into drugs with fatal consequences. Katarina's teenage daughter Ellie, who has been placed in a family home, contacts Tony to find out about her family background. In the process, she reveals a secret to Tony that could enable No Love Lost to make a comeback and save Tony's finances. Tony decides to go to the funeral and get to know his daughter enough to get a DNA sample from her to confirm paternity - and gain access to Katarina's inheritance.",1.6,,2023-10-06,Comeback,False,0,0
False,/gUSs8M2S95LQTutr1lZHOrgLDqn.jpg,[18],964258,no,Sulis 1907,"In 1907, the miners in Sulitjelma in Fauske in Nordland made a famous rebellion against greedy mine owners.",2.263,/46Ude0dK5wxeGc6mxRgojYBjcjQ.jpg,2023-10-06,The Riot,False,0,0
False,/9maqRl6EXXkbG5H3Lh1FoR8BTvI.jpg,[],714675,en,Joika,"American ballet dancer Joy Womack is accepted into Moscow's infamously tough Bolshoi Ballet Academy, with the dream of becoming a great ballerina.",6.163,/liHnfGuREFXIgk5D05OFGekFcAb.jpg,2023-10-06,Joika,False,0,0
False,/tK8K6Mtq8aFAtrsq9FPx072oJla.jpg,"[80, 18, 53]",466420,en,Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",15.71,/yKzDnjsuLhh9B4xc0vNgz1YzYsT.jpg,2023-10-06,Killers of the Flower Moon,False,0,0
False,,[],1058155,fr,Testament,"In an era of political correctness, identity evolution, protests, cultural scandals, activism, media storms, and other disputes, an elderly man no longer having faith in humanity, discovers new landmarks and thus his happiness.",3.833,,2023-10-05,Testament,False,0,0
False,,"[12, 36]",589756,ru,Повелитель ветра,"The film is inspired by the record-breaking solo trip around the globe in a hot-air balloon made by the world-famous Russian explorer Fedor Konyukhov in July of 2016. Throughout his remarkable life, Konyukhov has proven time and time again that willpower, perseverance and faith can help overcome fear and doubt, and lead a person to triumph.",1.613,/30IHt8GyelywpOyMX9tPUcgyG4L.jpg,2023-10-05,Lord of the Wind,False,0,0
False,,[],1063176,nl,Sint Ahoy!,,2.056,/fG9NGpdJZjV4c6hhsEP5BYO1GJR.jpg,2023-10-04,Sint Ahoy!,False,0,0
False,,"[18, 35]",961084,fr,Bernadette,"When she arrived at the Elysée Palace, Bernadette Chirac expected to finally get the place she deserved, she who had always worked in the shadow of her husband to make him president. Put aside because she was considered too old-fashioned, Bernadette decided to take her revenge by becoming a major media figure.",1.646,,2023-10-04,Bernadette,False,0,0
False,/3x4V6FGwkZsbAMJR919jsQbuFfe.jpg,"[12, 18, 878]",943134,fr,Le règne animal,"An adventure between a father and his son, in a world where some humans have started mutating into other animal species.",2.821,/6ZuWsDsQEvVULYobxkM5JWOzist.jpg,2023-10-04,Le règne animal,False,0,0
False,,"[28, 878]",539972,en,Kraven the Hunter,"Sergei Kravinoff is a big game hunter, who takes a magical serum giving him superhuman abilities and a longer life.",12.875,/sT4PjkY9KzqNGqrCqE0dH315JFv.jpg,2023-10-04,Kraven the Hunter,False,0,0
False,/3R6GRjohBNcELuS5khKtA9HeGGm.jpg,[14],1101156,es,Autotomía,,1.055,/os4c4yD2ykh2wwowUgF0tJGRWwV.jpg,2023-10-03,Autotomía,False,0,0
False,,"[18, 10770]",1114917,pt,Falas da Vida: Histórias (Im)possíveis,,1.642,,2023-10-02,Falas da Vida: Histórias (Im)possíveis,False,0,0
False,,[99],1119988,ru,Пациент,"A young artist Gleb gets a job in a mental hospital, where he teaches painting to mentally ill people with neuroses, depression and other disorders. He is glad that he finally has the opportunity to do his favorite thing, while benefiting people. However, since the beginning of the war in Ukraine, Gleb has been losing faith in the future . Constantly listening to the news, losing close friends who have left the country, watching the horrific actions of the Russian authorities and the general mood around him, he increasingly doubts the adequacy of this world. As a result, Gleb comes to the conclusion that the mental hospital is now, oddly enough, the only normal place and decides to stay there.",0.6,/wYxiYlo2ikBlUztogvRSrO6aSd.jpg,2023-10-01,The Patient,False,0,0
False,/1MPTydFk9XoygZ6LHn3yrvEZlIr.jpg,"[35, 18]",1112305,sv,The Day: The Movie,,1.392,/gBcHZNDiOYCGU4NojVoxNsMaQxh.jpg,2023-10-01,The Day: The Movie,False,0,0
False,,[],1073557,fr,Sur la terre comme au ciel,,0.6,,2023-10-01,Sur la terre comme au ciel,False,0,0
False,,"[99, 27]",1067000,en,In Search of Darkness: 1990 - 1994,Capturing the essence of ‘90s horror.,3.453,/obp6ktLYTKrC7sF1O4ZMeKOKt5l.jpg,2023-10-01,In Search of Darkness: 1990 - 1994,False,0,0
False,,[14],1054265,en,Hoshi 35,"Hoshi 35 (HOSHI 35 Hoshi Sanjūgo) is an upcoming crowdfunded tokusatsu kaiju film which will be written and directed by Hiroto Yokokawa and co-directed by Kazuma Yoneyama and Daisuke Sato, with effects by Sato. Presented by MRTS Co., Ltd. and produced by 3Y Co., Ltd., it will star Megumi Odaka, Daijiro Harada, Jun Hashizume, Hiroshi Miyasaka, and Yumiko Tanaka. The project, whose name is derived from the Japanese word for ""star"" (hoshi), will celebrate Odaka's 35th anniversary as an actress and will be her first film role in close to 30 years. It is to be tentatively released to Japanese theaters in October 2023.  (Wikizilla:https://wikizilla.org/wiki/Hoshi_35)",1.836,/wqERDxSJAqNQAVcHdpmmPxXEDx9.jpg,2023-10-01,Hoshi 35,False,0,0
False,/btsAg0h4GGWoLOvGChl67pgT9PV.jpg,"[18, 35]",853113,es,Mi Ópera Prima,"Camila is a high school girl who lives life for no purpose. Her escape from reality goes back to the movie scripts she writes in her notebook. Bruno, a clumsy misfit dreamy boy, sets out to make friends with her, and upon discovering Camila's love for movies and stories, he proposes to create a movie.",1.256,/yS7Zs6wZLyuMP1xLCZjRJOuLJTj.jpg,2023-10-01,Mi Ópera Prima,False,0,0
False,,[10749],1113448,da,Ehrengard,"When a self-appointed expert on love tries to teach a timid prince the art of seduction, the plan backfires, leading to scandal — and unexpected romance.",1.356,,2023-09-30,Ehrengard,False,0,0
False,,[18],1087358,hi,Dear Jassi,Plot Under wraps,1.009,,2023-09-30,Dear Jassi,False,0,0
False,,"[18, 10752]",1076500,zh,志愿军：雄兵出击,"In the early days of the founding of the People's Republic of China in 1949, New China was faced with ""internal and external troubles"". Since the outbreak of the Korean Civil War, the U.S. military has repeatedly provoked the border between China and North Korea, and civilians have been brutally bombed. In order to maintain the hard-won peace and long-term stability for generations, in October 1950, the Chinese People's Volunteers entered North Korea, and the ""Resist US Aid Korea"" war kicked off.",1.734,/eGKTJLE1nYNwHFEPTyBVnBPE7rv.jpg,2023-09-30,The Great War,False,0,0
False,,[],923765,es,The Loss,,1.976,/u9vlOK36vmcCS6H4jlhsreaKBNo.jpg,2023-09-30,The Loss,False,0,0
False,,[18],581394,ko,1947 보스톤,"A rousing tale of the Korean athletes who ran the 1947 Boston International Marathon, the first international marathon held since World War II.",2.904,/xlz4eg6sH0gukcJm67pZYT7UF8J.jpg,2023-09-30,Boston 1947,False,0,0
False,,[],1085437,lv,Dzīve pārtraukta,"Alicija (33), a Polish-born liberal free-thinker, joins the Awakening movement in occupied Latvia. Her newlywed husband Ilgvars (53), a man with the experience of another generation, calls her to be more careful and cautious. With the support of a close friend, the poet Normunds (40), Alicija soon comes to the forefront of the Singing Revolution. However, alongside the first success, difficulties appear – Alicija receives an anonymous letter accusing Ilgvars of being a former KGB informant. His ambiguous answer leads to her wanting to find out the truth. Realizing that her husband’s actions in the KGB have affected the fate of her close friend, Alicija faces an unenviable choice. Torn by internal contradictions, she continues her work to restore the country’s independence, unable to find courage to resolve the situation. Alicija buries herself in her work and the emotional connection with her husband gradually fades away.",0.6,,2023-09-29,Life Interrupted,False,0,0
False,,[10752],1079057,ja,沈黙の艦隊,"Shiro Kaieda is appointed the captain of Japan's first nuclear submarine, jointly built by Japan and the United States in top secret. However, he and his 76 crew members go rogue in this story that delves into themes of nuclear war, international politics, and world peace.",0.74,,2023-09-29,The Silent Service,False,0,0
False,,[],1053996,es,La ternura,,1.786,/rH2GPz8cKQC2JEMOemHSEs2eO3l.jpg,2023-09-29,La ternura,False,0,0
False,,[],1053995,es,El amor de Andrea,,1.733,,2023-09-29,El amor de Andrea,False,0,0
False,,[],1053592,es,Todos los nombres de Dios,,2.166,,2023-09-29,Todos los nombres de Dios,False,0,0
False,,[35],1043912,pl,Teściowie 2,,0.754,,2023-09-29,Teściowie 2,False,0,0
False,,"[9648, 18]",997294,es,Cerrar los ojos,"While filming a movie, famous Spanish actor Julio Arenas disappears without a trace. Although his body is never found, the police conclude that he has suffered an accident at a cliff by the sea. Many years later, the mystery is brought up once more by a TV program, which offers previously unreleased images of the last scenes in which he participated, shot by his close friend, director Miguel Garay.",1.822,,2023-09-29,Close Your Eyes,False,0,0
False,/tGjCtu9sQ4SBFh9GzCaCaU1w563.jpg,"[27, 53, 9648]",869291,en,Cuckoo,"Chased by a mysterious woman, 17-year-old Gretchen, who just moved with her family to an alpine resort after her mother’s death, must uncover a conspiracy to save herself and her sister.",6.965,/weGoKAGqjJI4vGBzQaZNOqmjw5F.jpg,2023-09-29,Cuckoo,False,0,0
False,,"[878, 28, 53]",670292,en,The Creator,Described as a post-apocalyptic thriller involving a future impacted by a war between humans and AI.,8.185,/3w2Sqyk7ZFftcpxhH7PBskdX8mn.jpg,2023-09-29,The Creator,False,0,0
False,,[35],1106229,sv,Gud förbannat vilken jävla SHOW! Med Leif & Billy,"A chaotic comedy performance, entirely in the brothers' own, freaky, messy world - filled with funny sketches, songs, and recognition for the fans - but also more unexpected emotional parts.",0.6,/5uX7IwIl6Pm505UQ3uMNMHkZBw.jpg,2023-09-28,Gud förbannat vilken jävla SHOW! Med Leif & Billy,False,0,0
False,,[],1086599,th,The Condo,Plot Unknown,0.6,,2023-09-28,The Condo,False,0,0
False,,[],1076311,de,Wow! Nachricht aus dem All,,0.6,,2023-09-28,Wow! Nachricht aus dem All,False,0,0
False,,[35],1022108,zh,他馬克老闆,"Mark, a rookie in a global marketing enterprise, is weary of his repetitive job and challenging workplace infightings. Exhausted by overtime hours, Mark even has an illusion of the Grim Reaper.  One day, Mark’s colleague mistakes him for the grandson of the biggest shareholder of the company. Mark is promoted and assigned to go on a business trip with his assistant Emma, whom he forms a strong attachment with. Mark is willing to risk everything to maintain the lie. However, the company gets involved in an insider trading scandal. What will Mark do to tackle the crisis?",1.35,,2023-09-28,Kiss My Ass Boss,False,0,0
False,,[18],998937,de,Die Mittagsfrau,"Based on Julia Franck's novel which retraces the journey of a woman who, after the WWII, is ready to do anything to start a new life. Helene, a central character with many faces, shares life between two men, two worlds far from being alike",0.6,,2023-09-28,Die Mittagsfrau,False,0,0
False,/5gZxBsBCsJjY8V3yO2OgW8td42N.jpg,"[16, 10751, 35]",893723,en,PAW Patrol: The Mighty Movie,"A magical meteor crash lands in Adventure City, giving the PAW Patrol pups superpowers and transforming them into The Mighty Pups!",12.61,/3J7WsMyzm77RJKuKV7CXu7GUdwJ.jpg,2023-09-28,PAW Patrol: The Mighty Movie,False,0,0
False,,"[18, 35]",888768,de,Wochenendrebellen,"Mirco von Juterczenka's novel ""Wir Wochenendrebellen"" is the story of a father and his ten-year-old son, who is Asperger's autistic. The boy has set his mind on finally finding his favourite football club. But his selection criteria are very specific and besides, he wants to experience all the clubs (no matter in which league they play) live in the stadium.",2.365,,2023-09-28,Weekend Rebels,False,0,0
False,,[10402],799766,en,Better Man,Satirical musical based on the life of the British pop star Robbie Williams.,3.417,,2023-09-28,Better Man,False,0,0
False,/hOx2kPyniEHJj9wquzJMuStFFUG.jpg,"[80, 28]",770906,te,సలార్,A gang leader tries to keep a promise made to his dying friend and takes on the other criminal gangs.,2.414,/nlu9WbcetNFRGXXPWITr30ob7W6.jpg,2023-09-28,Salaar,False,0,0
False,,[12],739303,id,Petualangan Sherina 2,Sherina is now an adult and works as a journalist. While Sadam is no longer Mami's child but a traveler. The two then went on an adventure in the jungles of Borneo.,1.34,/pdOgYX2BnOdYkLrQ64GAhamjh4j.jpg,2023-09-28,Sherina's Adventure 2,False,0,0
False,,[35],1071561,fr,Poisson rouge,"Affected by a neurodegenerative disease, Guillaume will finish losing his memory in a specialized center. In the hope of leaving him a happy memory, his childhood friends organize a last weekend of festivities, under the sign of good wine. But if Guillaume can place the same order at the bar three times, some wounds from his past are still open. Accompanied by his friends, he decides to embark on a road trip that will perhaps allow him to solve his problems before he forgets them...",1.613,,2023-09-27,Poisson rouge,False,0,0
False,,"[35, 10749]",998642,fr,Nouveau départ,"Alain and Diane have been together for 30 years. In his mind, Alain is still 30 years old. But the equation 30 years of routine feelings, empty nest (and incidentally a job where being 50 is like an incurable disease) creates a much less euphoric effect for Diane. She oscillates between depression and free fall - and the first one who says ""hormonal"" she smokes. Alain loves Diane like crazy and love is proof. He's going to do something crazy for her, something to make her feel vital again, to make her heart beat and youthfulness pulsate. The crazy thing? Leave her. The risk with electroshock ? Unknown: either it wakes up or it burns. They will take it, with their eyes closed.",1.389,,2023-09-27,Nouveau départ,False,0,0
False,/xVenpFrPNmX9uRtBWdYzdPGfAtd.jpg,"[36, 18, 10752]",973468,nl,Wil,"Wilfried Wils is an auxiliary policeman in Antwerp at the start of the Second World War. The city is in the grip of violence and distrust. Wilfried does what he can for himself, avoiding paths that are too slippery. He receives attention and material support from a man who has sided with the German occupier, Meanbeard, but he also enjoys the confidence of his anti-Nazi colleague Lode, brother to Wilfried’s love Yvette. Wilfried struggles to survive as the persecution of the Jews proceeds unabated.",1.937,/59S7D3zZyd9hR3OVJ2QoXwK4bmO.jpg,2023-09-27,Wil,False,0,0
False,,"[80, 36, 18]",972118,fr,Le procès Goldman,"In 1976, the second trial of Pierre Goldman, a far-left activist suspected of killing two pharmacists during a robbery gone wrong, was held. The case mobilized many media figures.",2.019,/bpiX1Y72Dl4khzQs2blKWqIa5UJ.jpg,2023-09-27,The Goldman Case,False,0,0
False,,"[27, 53, 9648]",914107,bn,iblis,"Two brothers came to Dhaka for some reason. They rent a old house in low price, They staying in that house, but they don't know that house is haunted, They can feel something is wrong in this house they have scary experience. They have nightmares and more.",1.68,/7JXmBztWi8wXJK0yB4teZ79Vq1E.jpg,2023-09-27,Iblis,False,0,0
False,,"[12, 10751, 16]",1112396,en,Little Hakka Season 1,"Follow Little Hakka as she deploys her magic ""Hakka Hat"" to battle the evil forces intent on destroying nature in this beautifully animated adventure for children.",1.655,,2023-09-26,Little Hakka Season 1,False,0,0
False,,[],919331,pt,O Tesouro Perdido,A group of historians and a businessman split up in search of a treasure hidden around 1842 in the south of Brazil.,1.553,,2023-09-26,O Tesouro Perdido,False,0,0
False,,[99],1097636,en,We're Graduating,A group of friends are graduating this year and they reflect on their school life and look forward to see what happens to them next.,1.985,,2023-09-24,We're Graduating,False,0,0
False,/ukgSZNbjW9SOq6v9IFvIjenzFCm.jpg,[],1125082,en,Ultraseven IF Story - The Future 55 Years Ago,Ultraseven IF Story is a concept film made in response to the 55th anniversary of Ultraseven. It is expected to be released in the fall of 2023.,1.366,,2023-09-23,Ultraseven IF Story - The Future 55 Years Ago,False,0,0
False,/a57QM6y0Zvuhj1BrLcXGmVWf0zm.jpg,"[18, 36, 10752]",1120543,da,Når befrielsen kommer,"The film is inspired by true events and depicts a sensitive chapter in the history of Denmark: The handling of approximately 250.000 German refugees who came to Denmark right before the country´s liberation in the spring of 1945. When a Folk High School is turned into an internment camp for 500 German refugees, the headmaster family is thrust into an impossible dilemma. Should they go against the Danes´ anti-German sentiment and help the refugees – or stand firm in the resistance against the Germans?",1.371,,2023-09-23,Before It Ends,False,0,0
False,,[14],1087117,en,Romeo 1980,A young computer hack in the '80s discovers a cocaine time machine this ensues with monsters and cocaine dealers trying to sell his cocaine time machine a fast and furious billion art film about the '80s and time travel,0.6,,2023-09-23,Romeo 1980,False,0,0
False,,"[28, 878, 27]",1125056,en,Ultraseven 55th Anniversary Concept Movie Ultraseven IF Story “The Future 55 Years Ago”,A seven minute concept movie for the 55th anniversary of Ultraseven,0.916,,2023-09-22,Ultraseven 55th Anniversary Concept Movie Ultraseven IF Story “The Future 55 Years Ago”,False,0,0
False,/pIkiwTzHLE9zeSEdX4jMRuKDRhu.jpg,[99],1121902,es,Resolver en Venezuela,"The word ""resolver"" in the context of seeking solutions is a word-expression widely used in Venezuela. This documentary follows the lives of several characters during one day. We see how they feel, work, talk or do such different things that show the reality (or realities) of a country so diverse and, at the same time, so unknown to the world.",2.271,/egFdRvrIMeUPAIs8wGoLGKSY11J.jpg,2023-09-22,Resolve in Venezuela,False,0,0
False,/cFq7YCdfDp4GPgAoUl2zmWBK45N.jpg,"[35, 18]",1054263,et,Tume paradiis,"After 27-year-old Karmen's Father dies, the security structures of her previous life start falling apart, as her relationship with her half-brother Viktor also deteriorates, and she faces the darkness and emptiness of the universe.",1.554,,2023-09-22,Dark Paradise,False,0,0
False,,"[27, 14, 35]",1045940,en,Barkley Dubis' Danse Macabre,A blackly comic melancholic vignette about a teenage boy's departure into a local suburban perdition.,3.087,/xrqa0CYJMZtCFFlrM6b8EwDprC6.jpg,2023-09-22,Barkley Dubis' Danse Macabre,False,0,0
False,,[18],1032194,en,The Blind,"In the 1960s Deep South, Phil Robertson seeks to conquer the shame of his past, addiction, and complicated family dynamics, ultimately finding redemption in an unlikely place.",4.529,,2023-09-22,The Blind,False,0,0
False,,[18],1021895,bn,অরণ্যের দিনরাত্রি,Upcoming movie by Arun Roy based on the popular novel by Sunil Gangopadhyay,1.352,/35gxj3uxe1XwQU7uECN5wx40pcQ.jpg,2023-09-22,Aranyer Dinratri,False,0,0
False,,"[36, 18]",976584,en,The Book of Clarence,"Clarence, a down on his luck denizen of Jerusalem embarks on a misguided attempt to capitalize on the rise of celebrity and influence of the Messiah for his own personal gain. It is a journey that leads him on an exploration of the idea of faith and to a highly unexpected path of his own.",5.5,/fNXdS7SWvPGIlifMUMS8VFxFFXn.jpg,2023-09-22,The Book of Clarence,False,0,0
False,,"[80, 35]",957304,en,Drive-Away Dolls,"A Russ Meyer-inspired action sex comedy centered on a party girl who takes a trip from Philadelphia to Tallahassee with her buttoned-down friend. As they cruise the bars they find themselves mixed up in a series of misadventures involving a severed head in a hatbox, a bitter ex-girlfriend, a mystery briefcase, and an evil senator.",5.128,/5aFGPZwHB11fJISvCPQaHMG4bPX.jpg,2023-09-22,Drive-Away Dolls,False,0,0
False,/kX8TNaSA6EpHAE4rLDrPPJ7yX6j.jpg,[18],870122,fi,Spede,"The story of Pertti ""Spede"" Pasanen and his entourage, who we all knew, at a time when the flight of Finland's funniest man was in its most glorious arc, but of course there is a flip side to the laughter and silliness.",1.516,/8zSjAbrGGhKM1YIIozjvLaEtzUS.jpg,2023-09-22,Spede,False,0,0
False,,[],1098780,tl,Mabuhay Aloha Mabuhay,Chronicles the Hawaii exile of the Marcoses in 1986 to the 2016 election of Duterte and 2022 election of Bongbong Marcos.,0.745,,2023-09-21,Mabuhay Aloha Mabuhay,False,0,0
False,,[35],1081121,de,Weißt du noch?,,0.6,,2023-09-21,Weißt du noch?,False,0,0
False,,[],1078532,ja,パーフェクト・シェアハウス,Perfect Share House,1.4,/hUkLaX7meFdzQCh87BzJDGchLMa.jpg,2023-09-21,Perfect Share House,False,0,0
