adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/nxXfBygLNR22bmcIHRqaf5dit1f.jpg,"[28, 80]",559974,cn,拆彈專家2,"After suffering life changing injuries in the line of duty, bomb disposal officer Fung turns his back on the police. But when a devastating series of bombings sweep Hong Kong, the police suspect their former ally may be involved after he is found unconscious at a crime scene. Now faced with memory loss and recalling only fragments of his former life, Fung sets out to uncover the truth and find out who he really is.",9.672,/5eMEnVKFDXKjlxIKKqkXIStI1Tz.jpg,2020-12-24,Shock Wave 2,False,7.2,112
False,/egg7KFi18TSQc1s24RMmR9i2zO6.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,61.705,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.5,7588
False,/tweDJNQzBGgsWVF5MC8JhSAk07p.jpg,"[53, 878, 27]",570670,en,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",23.024,/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,2020-02-26,The Invisible Man,False,7.1,5111
False,/xFxk4vnirOtUxpOEWgA1MCRfy6J.jpg,"[10751, 16, 12, 35, 14]",508439,en,Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",31.949,/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg,2020-02-29,Onward,False,7.7,5504
False,/4JNggqfyJWREqb0enzpUMbvIniV.jpg,"[16, 10751, 35, 14, 18]",508442,en,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",58.361,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,2020-12-25,Soul,False,8.2,9113
False,/tintsaQ0WLzZsTMkTiqtMB3rfc8.jpg,"[35, 80, 28]",522627,en,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",37.14,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,2020-01-01,The Gentlemen,False,7.7,4851
False,/yFRpUmsreYO5Bc0HVBTsJsHIIox.jpg,"[12, 10751, 18]",481848,en,The Call of the Wild,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",23.972,/33VdppGbeNxICrFUtW2WpGHvfYc.jpg,2020-02-19,The Call of the Wild,False,7.6,3247
False,/klcYQ8v1FYbwHMvRqr4wUItQVQn.jpg,[37],1029460,nl,De Western,A movie about 2 western partners who are looking for a bank robber,0.6,/2jYQVDehisaz7cpnWLKOELTMYgU.jpg,2020-02-21,The Western,False,10,1
False,/qletQdagnYZ7StKZH209AkgKEVf.jpg,"[28, 18, 14, 9648, 878]",757860,zh,晴雅集,"Every few hundred years, the most powerful demon on earth—a snake demon—awakens, and the Yin-Yang Masters are summoned to the capital. Meanwhile, the Princess of the realm has her own plans, as she conspires to claim the demon’s power.",33.226,/9FJEUKmVgazCbhLNNGDXwqDUImQ.jpg,2020-12-24,The Yin-Yang Master: Dream of Eternity,False,7.4,155
False,/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg,"[12, 14, 18, 28]",337401,en,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",50.052,/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,2020-09-04,Mulan,False,6.9,6136
False,/2Fk3AB8E9dYIBc2ywJkxk8BTyhc.jpg,"[28, 53, 18]",524047,en,Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",31.199,/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,2020-07-29,Greenland,False,7.1,3846
False,/8TiYxxck4kfKwXAAdi6aZLeQd5L.jpg,"[35, 18, 10751]",593402,it,Tolo Tolo,"Checco is a young Apulian entrepreneur dreamer who has opened a sushi restaurant in his Apulia. However, after one month, the restaurant went bankrupt and he chose to emigrate to Africa to escape from debt. Here he adapts to being a waiter in a resort in Kenya, but at the outbreak of a civil war he decides to embark on a stowaway trip on a boat for migrants to Europe and chooses to do it with his African friends. However, he would not like to return to Italy, but rather to go to Liechtenstein where banking secrecy is in force and there is a lower tax burden than in Italy.",6.992,/m9qokH2ZVRYVoxd0YjXzCb3HRw8.jpg,2020-01-01,Tolo Tolo,False,6.1,1148
False,/dzfiE2VHY362dGI62XfZ2iI87CT.jpg,"[27, 14, 12, 9648]",539537,en,Fantasy Island,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",14.784,/8ZMrZGGW65ePWIgRn1260nA1uUm.jpg,2020-02-12,Fantasy Island,False,5.9,2155
False,/eCIvqa3QVCx6H09bdeOS8Al2Sqy.jpg,"[878, 27, 28, 9648, 12]",340102,en,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",24.432,/wI95esQmT9F8eC1wchoRm2ua2HX.jpg,2020-08-26,The New Mutants,False,6.2,3003
False,/ybGEvB6725PkVuUfEo2txLGRwTj.jpg,"[10751, 16, 35, 14, 12, 10402]",446893,en,Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",37.005,/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg,2020-03-11,Trolls World Tour,False,7.4,1867
False,/a9jZrU7LJk6mAUjmkbEmTiC52l0.jpg,"[35, 10751]",425001,en,The War with Grandpa,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",15.236,/ltyARDw2EFXZ2H2ERnlEctXPioP.jpg,2020-08-27,The War with Grandpa,False,6.4,803
False,/iuW78LWxApCvjLuMebcICwF2owQ.jpg,"[27, 9648]",465086,en,The Grudge,"After a young mother murders her family in her own house, a detective attempts to investigate the mysterious case, only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits, the detective must do anything to protect herself and her family from harm.",18.159,/vN7JHlHOT9rHNDU27tfYqhABBj5.jpg,2020-01-01,The Grudge,False,5.5,1057
False,/d2UxKyaJ5GgzuHaSsWinFfv3g6L.jpg,"[27, 12, 28, 53]",581392,ko,반도,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,27.698,/eeqvAzCccAZOhU3RfbvHB3s44S6.jpg,2020-07-15,Peninsula,False,6.8,2102
False,/z8TvnEVRenMSTemxYZwLGqFofgF.jpg,"[28, 14, 12]",458576,en,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",53.349,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,2020-12-03,Monster Hunter,False,6.7,2896
False,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,"[10749, 18]",613504,en,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,72.561,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,2020-09-02,After We Collided,False,7.2,4933
False,/ww7eC3BqSbFsyE5H5qMde8WkxJ2.jpg,"[27, 878, 28, 12]",443791,en,Underwater,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",28.366,/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,2020-01-08,Underwater,False,6.3,2715
False,/lP5eKh8WOcPysfELrUpGhHJGZEH.jpg,"[28, 878, 12]",338762,en,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",30.446,/8WUVHemHFH2ZIP6NWkwlHWsyrEL.jpg,2020-03-05,Bloodshot,False,6.8,4579
False,/wXk9y36eTmNl6XwEuOfw6yNNClr.jpg,"[28, 53]",625568,en,Unhinged,A divorced mother honks impatiently at a deranged middle-aged stranger at a red light while running late on her way to work. His road rage escalates to horrifyingly psychotic proportions as he becomes single-mindedly determined to teach her a deadly lesson for provoking him.,28.995,/6WC3cIhuaLZSq3SbtdOp2ZTSTe.jpg,2020-07-16,Unhinged,False,6.4,1856
False,/sDYp5k0QeTdAy6SDedxfmb3kfpR.jpg,"[35, 9648]",657350,ja,コンフィデンスマンJP プリンセス編,"Set in Langkawi, Malaysia, professional scammers Dako (Masami Nagasawa), Boku-chan (Masahiro Higashide), and Richard (Fumiyo Kohinata) target the Fuu Family for their next heist. Raymond Fuu, who was the head of the Fuu Family, passed away and he left behind 10 trillion yen. Dako, Boku-chan and Richard scheme to gain the inordinate inheritance. --asianwiki",2.463,/bEC96EpLgYBsyn1B1p2AJquQLxx.jpg,2020-07-23,The Confidence Man JP – Episode of the Princess –,False,7.1,13
False,/lNolX7gtcNuB4IOLl8Q9i9QBcc8.jpg,"[80, 28, 18]",581526,ko,다만 악에서 구하소서,"A retired contract killer goes on a bloody rampage when a young girl finds herself at the mercy of gangland human traffickers and only one man can come to her rescue, with an arsenal of weapons and years of experience in the art of killing.",9.452,/hngKHgBHRD5nbTx92zatBC6eMSP.jpg,2020-08-05,Deliver Us from Evil,False,6.8,150
False,/sizHX5VbwlBihaathTQHVGk1jdi.jpg,"[878, 18, 28]",514207,ru,Вторжение,"Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?",19.117,/dqKqzcdhtJwOhjqe89RTURqILtl.jpg,2020-01-01,Invasion,False,6.9,694
False,/2M2JxEv3HSpjnZWjY9NOdGgfUd.jpg,"[53, 28, 80, 18]",553604,en,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",24.562,/zeD4PabP6099gpE0STWJrJrCBCs.jpg,2020-09-03,Honest Thief,False,6.5,1464
False,/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,"[12, 14, 35, 10751, 27]",531219,en,Roald Dahl's The Witches,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",57.488,/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg,2020-10-26,Roald Dahl's The Witches,False,6.4,2504
False,/iy9uFMJvzlDC3kMFPI2Fk2HJZ2x.jpg,"[28, 35, 18]",628241,te,అల వైకుంఠపురములో,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.",9.176,/48DIQOSEgpoWUFBrmHW2En6aNZQ.jpg,2020-01-12,Ala Vaikunthapurramuloo,False,6.8,65
False,/fKtYXUhX5fxMxzQfyUcQW9Shik6.jpg,"[16, 35, 10751, 9648]",385103,en,Scoob!,"In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",23.333,/jHo2M1OiH9Re33jYtUQdfzPeUkx.jpg,2020-07-08,Scoob!,False,7.1,1526
False,/fX8e94MEWSuTJExndVYxKsmA4Hw.jpg,"[28, 12, 80]",604822,zh,急先锋,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,32.832,/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,2020-09-30,Vanguard,False,6.3,444
False,/cH0AXST2dsHcD62qTbS4Cte6Wjb.jpg,[35],526019,en,Like a Boss,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.",14.889,/yce0CZPWd0GGudksRJi8p4gDj1M.jpg,2020-01-09,Like a Boss,False,6.3,582
False,/3pIqd1hgZ2xqzWEyiYp4blqE9Fi.jpg,"[53, 36, 18, 28]",522241,en,The Courier,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,23.551,/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg,2020-01-24,The Courier,False,7,909
False,/42gqGeyXh4caHP19Tqf8DMRgc7r.jpg,"[35, 10749]",556678,en,Emma.,"In 1800s England, a well-meaning but selfish young woman meddles in the love lives of her friends.",17.861,/uHpHzbHLSsVmAuuGuQSpyVDZmDc.jpg,2020-02-13,Emma.,False,7,1512
False,/pQdZmXq0vvKP1RYUrDHQkzMlS4x.jpg,"[16, 28, 12, 14]",571265,ja,デジモンアドベンチャー LAST EVOLUTION 絆,"Tai is now a university student, living alone, working hard at school, and working every day, but with his future still undecided. Meanwhile, Matt and others continue to work on Digimon incidents and activities that help people with their partner Digimon. When an unprecedented phenomenon occurs, the DigiDestined discover that when they grow up, their relationship with their partner Digimon will come closer to an end.  As a countdown timer activates on the Digivice, they realize that the more they fight with their partner Digimon, the faster their bond breaks. Will they fight for others and lose their partner? The time to choose and decide is approaching fast. There is a short time before “chosen children” will become adults. This is the last adventure of Tai and Agumon.",20.17,/z3l5iwWQLxcInVnNkC8k8hxqZ60.jpg,2020-02-21,Digimon Adventure: Last Evolution Kizuna,False,8.1,211
False,/en1XAePgWqNSXb82luUMmo5u3cF.jpg,"[14, 27, 9648]",542224,en,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",16.099,/mBBBXseq4k4dI63k06XIrsc02j8.jpg,2020-01-30,Gretel & Hansel,False,6,1241
False,/a2pPepVPtKY7E4XEkT7W3ZxUOY5.jpg,"[35, 18]",580175,da,Druk,Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,20.659,/fsn4cjpCvWuP9wU9hcFnK7M8RZC.jpg,2020-09-24,Another Round,False,7.7,2593
False,/h3weAFgg06GqchI2xDfufBgSFTj.jpg,[18],600354,en,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",30.531,/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,2020-12-23,The Father,False,8.2,2612
False,/kU5qE5b6ksL3osaqKCUlMS08Ays.jpg,"[18, 10749]",589049,en,The Photograph,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",8.3,/cdqZqIcWt0Ne2Io2OA9iWqqMuCA.jpg,2020-02-14,The Photograph,False,6.6,182
False,/aLqtWLA6NQHBwQHvHDq5z4EKUm0.jpg,"[16, 14, 10749, 18]",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",34.457,/fwSonK8WrAEqWY7sqjvGRCgzIij.jpg,2020-09-18,Violet Evergarden: The Movie,False,8.3,318
False,/jeiVmutYPZyQRSYk7OvyWENGIrA.jpg,"[27, 9648, 53]",555974,en,Brahms: The Boy II,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",17.703,/tIpGQ9uuII7QVFF0GHCFTJFfXve.jpg,2020-02-20,Brahms: The Boy II,False,6,1104
False,/tLfQZkB4yBlO1h5WMIFLJgHYcZD.jpg,"[16, 10749, 14, 28, 18]",390635,ja,劇場版「Fate/stay night [Heaven’s Feel]」Ⅲ.spring song,"As Sakura drowns in the murky darkness of the sins she has committed, Shirou's vow to protect her at all costs leads him into a raging battle to put an end to the Holy Grail War.  Will Shirou's wish reach Sakura even as he challenges fate itself in a desperate battle against the rising tide?",17.384,/hIK5kEdFwOHnHTa06ntTVSfG9im.jpg,2020-08-15,Fate/stay night: Heaven's Feel III. Spring Song,False,7.7,142
False,/tYm0Yk9k9W0hb9Xy4coOXqoGfNT.jpg,"[27, 53]",492611,en,The Turning,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",13.657,/j0W7tW3g8NoLrt5gWqQ5RsPMVDQ.jpg,2020-01-23,The Turning,False,5.8,881
False,/sBtBtQ7DigbXx4o1rqp80Pzr1qa.jpg,"[35, 18]",651881,fr,Adieu les cons,"When 43-year-old hairdresser Suze Trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. On her madcap bureaucratic quest she crosses paths with JB, a 50-year-old man in the middle of a burnout, and Mr. Blin, a blind archivist prone to overenthusiasm. The unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of Suze's long-lost child.",8.421,/iEzAKYpwdfFprRV39B7GxJoz9LV.jpg,2020-10-21,Bye Bye Morons,False,7.3,711
False,/21Q8bzu10YF9i4O5amBkJBombYo.jpg,"[10402, 18, 10749]",585244,en,I Still Believe,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,17.788,/dqA2FCzz4OMmXLitKopzf476RVB.jpg,2020-03-12,I Still Believe,False,7.6,1064
False,/lVbPO7RjsMWoUwH1ISRbZNbg62s.jpg,"[35, 14, 27, 53]",551804,en,Freaky,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",16.36,/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg,2020-11-12,Freaky,False,6.6,1317
False,/n5GGpjVlPRDPQuhWegt7NKCWRV0.jpg,"[35, 10751]",668742,es,Padre no hay más que uno 2: la llegada de la suegra,The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.,11.667,/rwPb2AfNzQXjb8sUM6mCzMvN5T3.jpg,2020-07-29,Father There Is Only One 2,False,7.5,493
False,/5mubFanEHVFJff4jLQH0uIOThMz.jpg,[18],529485,en,The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",11.87,/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,2020-03-05,The Way Back,False,6.6,947
False,/rWrvcsrvISKXdMOzCdkvU3Jtg0j.jpg,"[53, 80, 18]",582014,en,Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",20.12,/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,2020-12-13,Promising Young Woman,False,7.5,2595
False,/hWpVSEMWDvG49ezvpksnS5BSnvB.jpg,"[27, 28, 12, 53]",614696,ko,#살아있다,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",27.756,/zqf711LsnQ5CcW3rISFw2t7OYzb.jpg,2020-06-24,#Alive,False,7.3,1505
False,/3VPzi0Z0zHf69gDIj07D1kOELzx.jpg,"[28, 18]",585257,ru,Огонь,"A heroic story about firefighters and rescuers. What we call an act of bravery is just a usual routine for them, if only one can get used to mortal danger and extreme risk. When people in distress seem to have nobody who may help them, rescuers come to fight against merciless forces of nature.",8.544,/7uyxpJ0R2UINPpqZGbPk92DhJuT.jpg,2020-12-24,Fire,False,8.4,142
False,/oyBZyY5GdzZdofVVsDda49QmvFP.jpg,"[18, 37, 12, 28]",581032,en,News of the World,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",15.796,/fYQCgVRsQTEfUrP7cW5iAFVYOlh.jpg,2020-12-25,News of the World,False,7,1526
False,/70FKgAftOwiLRPFZN56MpCcEteL.jpg,[18],644712,hi,Street Dancer 3D,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",3.766,/mnsoKSS6EZNB7y2kEzXHdLm1U0E.jpg,2020-01-24,Street Dancer 3D,False,7.5,27
False,/ul8jw3SNflYmn5vi9PDEmH2a8Sf.jpg,"[28, 53, 10752]",606906,ko,강철비 2: 정상회담,A futuristic film about a crisis near the brink of war after three leaders are kidnapped by a North Korean nuclear submarine in a coup d’état during a summit between the two Koreas and the United States.,5.421,/xTFsalgDxuH8vu5SWmJY7HoygVZ.jpg,2020-07-29,Steel Rain 2: Summit,False,7.3,47
